"","MolecularWeight","XLogP","HydrogenBondDonorCount","HydrogenBondAcceptorCount","PolarSurfaceArea","FormalCharge","NumRings","RotatableBondCount","Refractivity","XLogP","Ro5","Ghose","Veber","Blood","Skin","Brain","Testis","AdiposeTissue","Muscle","Nerve","BloodVessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","AdrenalGland","Colon","Prostate","Spleen","Liver","FallopianTube","Ovary","Breast","Bladder","CervixUteri","SmallIntestine","SalivaryGland","lossFreq","maxBtwn","maxDegree","nTargets","wQED","response"
"Nitroxoline",190.037842068,1.767319339,1,4,78.94,0,2,1,49.2849,2.73,0,0,1,3.28128123283386,10,6.00234603881836,10,8.40293407440186,8.16152572631836,8.43932485580445,10,10,9.12826347351074,10,8.46538686752319,9.73485803604126,8.76270532608033,10,6.27086734771729,10,8.48495864868164,5.17532324790955,10,10,10,5.55151534080505,10,8.20832920074463,10,10,10,10,10,0.465116279069767,0,2,1,0.45,0
"Alizapride",315.169524941,1.11909938740863,2,5,83.14,0,3,6,89.2115,0.495,0,0,1,0.00785051845014095,0.067573931068182,0.828758955001831,0.774569302797317,0.092959851026535,0.120648145675659,1.24304395914078,0.0563070140779018,0.0174489971250296,0.0362639464437962,0.107775330543518,0.0459560137242079,0.023290446959436,10,0.304680526256561,0.0430054441094398,0.258125238120556,0.038619764149189,0.0567827615886927,0.101115141063928,0.390641883015633,0.0131596415303648,0.00536650023423135,0.249922402203083,0.0762749090790749,0.688240379095078,0.0854959413409233,0.19167523086071,0.111094236373901,6.04128122329712,0.394230769230769,39011.4658066726,40,1,0.206,0
"Ajmaline",326.199428086,1.850807787,2,4,46.94,0,6,1,92.5658,4.09,0,0,1,0.0717140138149261,0.0642195306718349,0.189979568123817,0.349734991788864,0.129683196544647,0.322331607341766,0.889758646488189,0.365260571241379,10,0.0826916694641113,0.0979459956288338,0.0476283449679613,0.199620462954045,0.198032155632973,0.440079852938652,0.0273365266621113,0.750107228755951,0.113658778369427,0.0436107460409403,0.151147492229939,0.437374666333198,0.0682832784950733,0.0062813141848892,0.150463946163654,0.633529126644135,0.248194314539432,0.649750292301178,1.06742656230927,0.1705681681633,0.102510146796703,0.452054794520548,8902.61659339364,28,2,0.435,0
"Amrinone",187.074561925,-0.568917207,2,3,68.01,0,2,1,53.8903,5.6,0,1,1,3.55504488945007,2.84222519397736,9.19544792175293,1.41492491960526,4.20821332931519,3.0202522277832,2.92679750919342,10,10,4.81459522247314,8.53335762023926,0.983746856451035,2.6464866399765,0.914134800434113,3.27164208889007,2.50147724151611,1.60016125440597,0.979296147823334,0.682130306959152,10,5.52839016914368,7.17157101631165,0.813544869422913,3.4307827949524,1.89341402053833,6.74092936515808,1.47343838214874,6.76410865783691,5.37315607070923,3.63488292694092,0.462068965517241,93129.169026476,156,3,0.327,1
"Aprindine",322.24089897,4.986299744,0,2,6.48,0,3,8,105.2157,0.00782,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.452054794520548,1274114.41087933,614,2,0.374,0
"Almitrine",477.245250373,6.04942659933333,2,7,69.21,0,4,10,140.8795,0.0144,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.352112676056338,55774.7557586301,602,1,0.597,0
"Allylestrenol",300.245315646,4.82852849866667,1,1,20.23,0,4,2,93.1439,0.000558,0,0,0,0.0589043572545052,0.226209901273251,0.187308579683304,1.19839429855347,0.941250026226044,0.241446048021317,0.752880543470382,4.11264705657959,1.34932768344879,0.831195831298828,0.698457598686218,0.335101813077927,0.930546700954437,2.72337627410889,10,0.155825898051262,10,0.268548220396042,0.940205961465836,0.659664809703827,2.13158082962036,0.633367896080017,1.93741488456726,10,6.27317428588867,2.84843933582306,1.470778465271,10,0.310325801372528,0.372481614351273,0.591111111111111,1307522.3643883,656,2,0.435,0
"Antipyrine",188.094963016,1.21897184366667,0,2,23.55,0,2,1,56.4168,47.4,0,0,0,6.10240507125854,10,0.820853233337402,0.489034011960029,2.72289562225342,0.307841688394547,1.50513464212418,2.68502235412598,1.62564778327942,7.62326622009277,10,0.899970710277556,1.94542753696442,3.13609921932221,1.95850628614425,0.63782674074173,6.83462476730347,10,1.07871985435485,10,6.8059606552124,5.68096804618835,0.648787885904313,7.06550884246827,0.7822744846344,2.16210901737213,10,3.34028601646423,10,1.79864501953125,0.470588235294118,8170.88863179302,30,2,0.33,0
"Phenazopyridine",213.101445377,2.69253021433333,2,5,89.65,0,2,2,68.2479,0.202,0,0,1,0.00336764333769679,0.0207258863374591,4.80620384216309,0.514466136693954,0.00469113327562809,0.00285979197360575,0.00671985372900962,0.00348938745446503,0.0292060170322657,2.22516298294067,0.00449619675055146,0.00356205389834941,0.00595024996437133,0.027386779896915,0.00285048899240792,0.0158351883292198,0.00455698207952082,0.00558165740221739,0.0104835750535131,0.0110274208709598,0.00152776588220149,0.0051024784334004,0.00535912183113396,0.0134607716463506,0.00523270573467016,0.00408319779671728,0,0.00624387618154287,0.00955785904079676,0.0025610332377255,0.477664399092971,158.913688646427,6,1,0.253,0
"Oxprenolol",265.167793607,2.16779773033333,2,4,50.72,0,1,9,76.0014,0.68,0,0,1,2.3621232509613,5.37609219551086,2.66193819046021,0.497891709208488,10,2.87335348129272,3.39462804794312,1.30953574180603,9.2832317352295,10,4.53918027877808,0.481972917914391,1.2767823934555,0.250214859843254,1.98963850736618,0.385957449674606,8.28708910942077,2.47661280632019,0.441770941019058,1.40235507488251,4.42011737823487,6.51806712150574,2.61873698234558,2.31984293460846,0.295605152845383,10,2.25121188163757,3.50074148178101,2.7354109287262,5.83173942565918,0.457627118644068,89139.8620532447,74,2,0.327,0
"Liotrix",1471.440608948,3.72730706515079,2,4,95.61,0,4,10,137.6251,0.0567,1,1,1,1.81361675262451,10,10,6.37204957008361,10,10,10,10,10,10,10,9.45511865615845,9.71705722808838,10,10,6.38133001327515,10,10,10,10,10,6.39309501647949,3.1680234670639,10,10,10,10,10,10,9.2127571105957,0.482758620689655,94034.3039005845,124,2,0.435,0
"Ketazolam",368.092770127,3.012867572,0,3,49.85,0,4,1,99.781,0.0839,0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.455223880597015,22304,28,6,0.222,1
"Solifenacin",480.226036766,3.96060575266667,0,2,32.78,0,5,6,106.0582,0.0567,0,1,0,0.0617754906415939,0.561547219753265,8.41285133361816,5.9803876876831,0.0935903489589691,0.020418044179678,0.162510722875595,0.08125651627779,6.764817237854,1.19683969020844,0.476170390844345,0.132184702903032,0.162137411534787,1.1467337012291,0.109509080648423,0.493829697370529,0.0818163864314556,0.513489544391632,0.0643889512866735,3.63066029548645,10,4.86990714073181,0.130754955112935,0.167142754420638,0.225144267082214,0.690105140209198,4.94029569625854,0.171207889914513,2.16558861732483,4.81108999252319,0.366666666666667,23664.9424901665,22,5,0.435,1
"Cinolazepam",357.068032587,2.702993728,1,4,76.69,0,3,3,90.99,0.012,0,0,1,0.451645076274872,10,10,5.31765294075012,10,0.953707158565521,10,8.73985195159912,7.61603116989136,10,8.16961765289307,4.78230810165405,10,10,10,7.05588054656982,10,2.43911790847778,3.30552124977112,7.01413607597351,10,9.46431636810302,2.25188815593719,9.87030696868897,6.17726993560791,10,10,10,10,10,0.561151079136691,93335.0377589151,584,16,0.084,0
"Nitrazepam",281.080041233,2.54796001166667,1,4,87.28,0,3,2,79.2159,0.0299,0,0,1,0.451645076274872,10,10,5.31765294075012,10,0.953707158565521,10,8.73985195159912,7.61603116989136,10,8.16961765289307,4.78230810165405,10,10,10,7.05588054656982,10,2.43911790847778,3.30552124977112,7.01413607597351,10,9.46431636810302,2.25188815593719,9.87030696868897,6.17726993560791,10,10,10,10,10,0.561151079136691,93335.0377589151,584,20,0.327,0
"Cilastatin",358.156242642,-1.25909192264102,4,6,129.72,0,1,11,92.8507,0.1,0,1,1,0.0188560485839844,0.36644646525383,0.0399259440600872,10,0.138847976922989,0,0.196530506014823,0.0415312275290489,0.00773610873147845,0.344354420900345,0.0677702948451042,10,0.436192750930786,0.326909705996513,0.196455016732216,10,0.435421288013458,0.668391525745392,1.13804346323013,0.523471832275391,0.143923312425613,1.82193231582642,0.0735916867852211,0.895202010869977,0.899545550346375,0.319029599428176,0.111018851399422,0.877455592155457,10,0.594942569732666,0.516908212560386,0,2,1,0.703,0
"Probucol",516.30957216,10.5695241703333,2,2,40.46,0,2,8,159.259,4.18e-05,1,1,1,5.00740718841553,8.30577659606934,2.06420111656189,2.85244941711426,10,3.59123206138611,10,10,7.02305316925049,10,10,1.72886520624161,4.7976086139679,1.46341907978058,10,1.88628053665161,6.67010402679444,3.47732043266296,10,10,10,10,10,10,10,10,10,8.93615245819092,5.7189359664917,9.28285121917725,0.472727272727273,162414.150368804,80,2,0.435,0
"Tiaprofenic acid",260.05071494,3.658654214,1,3,54.37,0,2,4,69.1896,0.0324,0,0,1,6.10240507125854,10,0.820853233337402,0.489034011960029,2.72289562225342,0.307841688394547,1.50513464212418,2.68502235412598,1.62564778327942,7.62326622009277,10,0.899970710277556,1.94542753696442,3.13609921932221,1.95850628614425,0.63782674074173,6.83462476730347,10,1.07871985435485,10,6.8059606552124,5.68096804618835,0.648787885904313,7.06550884246827,0.7822744846344,2.16210901737213,10,3.34028601646423,10,1.79864501953125,0.470588235294118,8170.88863179302,30,2,0.142,0
"Propericiazine",365.156183063,3.105111347,1,4,50.5,0,4,4,108.3974,0.059,0,0,1,0.0623733922839165,2.74101376533508,1.91126656532288,5.41671943664551,10,0.255605459213257,8.15998554229737,7.03880023956299,0.782674491405487,3.40180540084839,1.23677492141724,1.25160771608353,6.01798009872437,1.04881238937378,4.60031342506409,10,10,0.913578510284424,1.18637484312057,5.04452586174011,4.62803292274475,9.75853061676024,4.97417807579041,3.19249641895295,10,10,5.55162382125854,10,4.16848421096802,5.42255020141602,0.516666666666667,47272.597854723,26,3,0.402,0
"Amyl Nitrite",117.078978601,2.31256604033333,0,2,38.66,0,0,5,31.6786,3.97,0,1,0,0.082208402454853,2.47225570678711,0.556722104549408,1.85802692174911,10,1.72725164890289,10,10,6.31408739089966,10,8.80785274505615,10,10,3.7876797914505,10,2.24425911903381,7.42672610282898,4.38362312316895,7.42367839813233,4.93098592758179,3.53481364250183,2.34532976150513,1.36814194917679,10,10,10,8.74324226379395,8.88330745697021,8.05152320861816,4.77672815322876,0.477551020408163,26461.4494090436,572,1,0.687,0
"Erythrityl Tetranitrate",301.998221676,1.23045725533333,0,12,220.2,0,0,11,53.2546,0.195,1,0,1,0.243866488337517,10,5.92147970199585,7.47952485084534,10,5.30243635177612,10,10,6.84488439559937,10,10,10,10,10,10,2.24425911903381,10,4.39955043792725,7.54914164543152,7.22573614120483,10,4.962730884552,4.19282817840577,10,10,10,10,10,8.5879955291748,5.26572465896606,0.477551020408163,26461.4494090436,572,2,0.608,0
"Acepromazine",326.145284026,3.48860308466667,0,3,23.55,0,3,5,99.3543,0.0098,0,0,0,0.00785051845014095,0.978405892848969,1.91126656532288,0.774569302797317,1.91601145267487,0.129492446780205,1.59265846014023,7.03880023956299,1.22844254970551,3.40180540084839,0.343037366867065,1.02630242705345,1.49941474199295,10,0.655487984418869,0.168252170085907,0.477318853139877,0.484036594629288,1.18637484312057,0.476613759994507,1.12680143117904,7.96225595474243,7.43222904205322,3.19249641895295,1.60234761238098,1.39375591278076,0.529358446598053,0.387122243642807,0.974303901195526,6.04128122329712,0.495495495495495,47272.597854723,40,2,0.435,0
"Aceprometazine",326.145284026,3.84521837033333,0,3,23.55,0,3,4,98.9077,0.0122,0,0,0,0.0157156065106392,3.65049242973328,0.821691572666168,0.468008607625962,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,0.277704060077667,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,0.22136789560318,1.70613306760788,0.12506876885891,2.75089883804321,0.407100766897202,0.269276529550552,2.13817012310028,1.1683464050293,0.453772112727165,0.050176028162241,2.2411761879921,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,0.826448142528534,0.392156862745098,0,0,2,0.435,0
"Alverine",281.214349869,5.462383395,0,1,3.24,0,2,9,92.6739,0.00096,1,0,0,0,0,0.206429541110992,0.0257404036819934,0,0,0,0,0,0,0,0,0,0.00780181493610145,0,0,0,0,0,0,0,0,0,0,0.0795017406344414,0,0,0,0,0,0.477664399092971,29748.1104816449,18,1,0.433,0
"Molindone",276.183778022,2.03511502633333,1,3,45.33,0,3,3,81.0594,0.474,0,0,1,0.00785051845014095,0.561547219753265,8.41285133361816,0.774569302797317,0.164166629314423,0.120648145675659,1.24304395914078,1.69810593128204,0.0262791067361832,1.19683969020844,0.107775330543518,0.0680238790810108,0.0898524150252343,10,0.304680526256561,0.0675575360655785,0.477318853139877,0.323356717824936,0.0567827615886927,0.334567934274673,10,0.0131596415303648,0.0374490376561881,0.394031301140785,0.0795017406344414,0.690105140209198,0.10579676926136,0.280257523059845,0.221445232629776,6.04128122329712,0.394230769230769,39011.4658066726,40,4,0.081,0
"Phenindamine",261.151749613,3.61973114066667,0,1,3.24,0,4,1,85.0333,0.0277,0,0,0,0.0157156065106392,3.65049242973328,0.821691572666168,0.468008607625962,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,0.277704060077667,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,0.22136789560318,1.70613306760788,0.12506876885891,2.75089883804321,0.407100766897202,0.269276529550552,2.13817012310028,1.1683464050293,0.453772112727165,0.050176028162241,2.2411761879921,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,0.826448142528534,0.392156862745098,0,0,2,0.435,0
"Pheniramine",240.16264865,2.98090623866667,0,2,16.13,0,2,5,76.0455,0.377,0,0,0,0.0157156065106392,3.65049242973328,0.821691572666168,0.468008607625962,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,0.277704060077667,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,0.22136789560318,1.70613306760788,0.12506876885891,2.75089883804321,0.407100766897202,0.269276529550552,2.13817012310028,1.1683464050293,0.453772112727165,0.050176028162241,2.2411761879921,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,0.826448142528534,0.392156862745098,0,0,1,0.202,0
"Pipotiazine",475.196333317,3.12961374333333,1,5,64.09,0,4,7,134.1231,0.0127,0,1,1,0.00785051845014095,0.0784394182264805,1.91126656532288,0.774569302797317,0.164166629314423,0.120648145675659,1.24304395914078,1.69810593128204,0.0174489971250296,0.293754935264587,0.107775330543518,0.0505903251469136,0.11531138420105,10,0.304680526256561,0.0430054441094398,0.477318853139877,0.0784101635217667,0.166386596858501,0.101115141063928,0.539827048778534,0.0605549179017544,0.101497262716293,0.394031301140785,0.0795017406344414,0.688240379095078,0.529358446598053,0.280257523059845,0.17832139134407,6.04128122329712,0.394230769230769,47272.597854723,40,2,0.435,0
"Thioproperazine",446.181017604,2.831458046,0,5,47.1,0,4,5,126.9529,0.0569,0,0,1,0.00785051845014095,0.978405892848969,1.91126656532288,0.774569302797317,1.91601145267487,0.129492446780205,1.59265846014023,7.03880023956299,1.22844254970551,3.40180540084839,0.343037366867065,1.02630242705345,1.49941474199295,10,0.655487984418869,0.168252170085907,0.477318853139877,0.484036594629288,1.18637484312057,0.476613759994507,1.12680143117904,7.96225595474243,7.43222904205322,3.19249641895295,1.60234761238098,1.39375591278076,0.529358446598053,0.387122243642807,0.974303901195526,6.04128122329712,0.495495495495495,47272.597854723,40,2,0.435,0
"Thiothixene",443.170118567,3.36242416666667,0,4,43.86,0,4,4,137.8545,0.0139,0,1,1,0.00785051845014095,0.0784394182264805,1.91126656532288,0.774569302797317,0.164166629314423,0.120648145675659,1.24304395914078,1.69810593128204,0.0174489971250296,0.293754935264587,0.107775330543518,0.0505903251469136,0.11531138420105,10,0.304680526256561,0.0430054441094398,0.477318853139877,0.0784101635217667,0.166386596858501,0.101115141063928,0.539827048778534,0.0605549179017544,0.101497262716293,0.394031301140785,0.0762749090790749,0.688240379095078,0.529358446598053,0.280257523059845,0.17832139134407,6.04128122329712,0.394230769230769,47272.597854723,40,3,0.521,0
"Isopropamide",353.259288688,0.137921969528253,1,1,43.09,1,2,8,120.7427,4.24e-05,0,0,1,0.0617754906415939,0.126605831086635,1.33004665374756,5.9803876876831,0.0935903489589691,0.018341900780797,0.0767650604248047,0.08125651627779,0.0290195401757956,0.0882635787129402,0.34503448009491,0.132184702903032,0.162137411534787,1.1467337012291,0.109509080648423,0.493829697370529,0.0396287869662047,0.513489544391632,0.0643889512866735,0.438724637031556,0.109011892229319,4.86990714073181,0.0149392383173108,0.13073330745101,0.225144267082214,0.111101754009723,0.615335464477539,0.0751641020178795,2.16558861732483,0.459298759698868,0.271028037383178,23664.9424901665,14,2,0.273,0
"Pargyline",159.104799421,2.142725629,0,1,3.24,0,1,3,52.1809,0.0998,0,1,0,0.562806606292725,10,10,5.51214194297791,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5.43316793441772,10,10,10,10,10,10,10,10,0.404761904761905,0,66,2,0.39,0
"Roflumilast",402.034954148,4.447540533,1,4,60.45,0,3,7,93.9215,0.0062,0,0,1,3.97474789619446,4.51633358001709,9.19544792175293,10,7.81879186630249,10,3.46117889881134,4.81509685516357,3.79524898529053,7.36281156539917,3.1737072467804,2.35396027565002,7.63650465011597,2.67299723625183,5.8341052532196,4.3688817024231,5.49009728431701,7.49174737930298,3.10833990573883,5.31855225563049,5.67265796661377,7.17157101631165,0.813544869422913,5.08490490913391,0.696374177932739,6.74092936515808,5.84140539169312,7.3821759223938,4.4447021484375,6.40662240982056,0.555045871559633,1925.99427137994,10,4,0.257,0
"Equilin",268.146329884,3.90344955266667,1,2,37.3,0,4,0,79.9324,0.0133,0,0,0,1.53918957710266,2.85396099090576,2.84139537811279,2.9361983537674,2.22509002685547,1.04520547389984,2.71673214435577,1.94903588294983,1.48106575012207,1.94732689857483,2.44686222076416,2.23163163661957,2.70571887493134,3.49983143806458,3.08452141284942,1.5625706911087,2.51843059062958,2.29917931556702,1.91937178373337,2.17990469932556,3.27606451511383,3.35694360733032,1.74482607841492,3.17335224151611,4.38411283493042,3.01923727989197,2.41430521011353,2.79188323020935,2.2707679271698,2.1222825050354,0.354838709677419,0,0,1,0.274,0
"Calcipotriol",412.297745146,3.84335078533333,3,3,60.69,0,4,5,125.4493,0.0135,0,0,1,3.48122644424438,10,0.0774976164102554,0.713119477033615,1.62424397468567,0.764312326908112,0.465412274003029,1.39982414245605,0.182741925120354,5.04859447479248,1.16461515426636,5.92004323005676,1.49754327535629,9.87478351593015,0.566891998052597,0.690557420253754,4.94007158279419,1.01386106014252,5.8015444278717,10,1.42997956275939,1.72587114572525,0.245761267840862,0.818111687898636,0.2685606777668,4.1944682598114,2.80787110328674,2.52430939674377,10,5.01123476028442,0.451327433628319,44680.9782300356,150,1,0.423,0
"Flavin adenine dinucleotide",785.157134455,-5.29728606235611,9,19,356.42,0,6,13,177.4308,4.25,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.757281553398058,82255.7009646134,1112,26,0.949,0
"Acetic acid",59.01330434,-0.223345714333333,0,2,40.13,-1,0,0,23.4808,490,0,1,1,0.00798513274639845,0.077577043324709,0.307876974344254,1.45252817869186,0.102250836789608,0.00795367360115051,0.0245320396497846,0.024505065754056,0.0302405171096325,0.0581922866404057,0.0686532780528069,0.250821709632873,0.059273712337017,0.281328245997429,0.0651102997362613,0.0351609401404858,0.374249383807183,0.083981566131115,0.0206502843648196,0.0548907462507486,0.186305969953537,0.0405778102576732,10,0.212420262396335,0.237521335482597,0.148924961686135,0.0436906404793262,0.590457916259766,0.215835884213448,0.117090970277786,0.490196078431373,15993.696518019,24,1,0.616,1
"Niflumic Acid",282.061612157,3.11872934079638,2,4,62.22,0,2,4,65.9307,0.0883,0,0,1,6.10240507125854,10,1.25173497200012,4.96791934967041,3.73257875442505,0.307841688394547,2.64220917224884,2.68502235412598,1.62564778327942,7.62326622009277,10,10,10,10,5.70694231987,10,6.83462476730347,10,5.42957949638367,10,6.8059606552124,5.68096804618835,5.78401207923889,7.06550884246827,3.73980236053467,3.53583097457886,10,5.82939624786377,10,4.32870006561279,0.515625,65670.1659573512,604,6,0.124,1
"Estriol",288.172544634,2.67059772133333,3,3,60.69,0,4,0,81.2662,0.119,0,0,1,0.143967717885971,0.226209901273251,0.131807073950768,2.4691252708435,0.843457221984863,0.241446048021317,0.709412068128586,0.832736253738403,0.219112232327461,0.642335712909698,0.181783482432365,0.37948252260685,0.930546700954437,2.72337627410889,10,0.199634209275246,10,0.16153447329998,1.90882396697998,0.196243055164814,1.67957711219788,0.555809438228608,1.93741488456726,10,2.84999847412109,2.84843933582306,0.971309423446655,10,0.306675910949707,0.399344980716705,0.429347826086957,1307522.3643883,656,2,0.313,0
"Estropipate",350.118794504,3.83371568766667,1,4,80.67,0,4,2,89.0742,0.0059,0,0,1,0.143967717885971,0.226209901273251,0.131807073950768,2.4691252708435,0.843457221984863,0.241446048021317,0.709412068128586,0.832736253738403,0.219112232327461,0.642335712909698,0.181783482432365,0.37948252260685,0.930546700954437,2.72337627410889,10,0.199634209275246,10,0.16153447329998,1.90882396697998,0.196243055164814,1.67957711219788,0.555809438228608,1.93741488456726,10,2.84999847412109,2.84843933582306,0.971309423446655,10,0.306675910949707,0.399344980716705,0.429347826086957,1307522.3643883,656,2,0.435,0
"Quinestrol",364.240230268,5.39794901066667,1,2,29.46,0,5,2,108.27,0.00157,1,0,0,0.0589043572545052,0.226209901273251,0.131807073950768,1.19839429855347,0.843457221984863,0.241446048021317,0.709412068128586,0.832736253738403,0.219112232327461,0.642335712909698,0.181783482432365,0.335101813077927,0.930546700954437,2.72337627410889,10,0.155825898051262,10,0.150477930903435,0.527429178357124,0.137783534824848,1.67957711219788,0.555809438228608,1.93741488456726,10,2.84999847412109,2.84843933582306,0.971309423446655,10,0.210876032710075,0.246239960193634,0.325443786982249,1307522.3643883,656,2,0.435,0
"Suramin",1296.046905756,5.57743097566667,12,23,483.75,0,8,16,314.9046,0.00872,1,1,1,3.36008191108704,7.46113681793213,4.98647737503052,4.84625005722046,10,10,10,10,10,10,10,5.14798355102539,10,5.14414691925049,3.13758218288422,2.92931866645813,10,10,4.34614562988281,10,10,5.5135452747345,10,10,10,10,10,3.03629350662231,10,10,0.565217391304348,107372.098980477,102,6,0.944,0
"Bifonazole",310.146998586,5.23439052533333,0,1,17.82,0,4,4,97.9411,0.00245,1,0,0,0,0,0.00757419550791383,0.0719948895275593,0,0,0,0,0,0.714859664440155,0,3.80205249786377,0,0.02012759167701,0.0127246007323265,0.0101010845974088,0.0475772712379694,0.00917104259133339,0.00434013386256992,2.10436761379241,0.0145522607490421,0.00755391945131123,10,0.0123530253767967,0.0214587356895208,0.0104652964510023,0.00874901749193668,0.0199509020894766,3.70888686180115,0,0.479166666666667,0,0,2,0.435,0
"Cyclandelate",276.172544634,3.715085545,1,2,46.53,0,2,4,78.0594,0.0997,0,0,1,5.00740718841553,4.64936375617981,6.07165622711182,2.7911137342453,10,10,10,10,7.02305316925049,10,10,1.34060686826706,5.96821355819702,4.56905961036682,10,1.88628053665161,6.67010402679444,3.47732043266296,5.41908264160156,10,10,10,10,10,10,10,10,8.93615245819092,5.01427364349365,9.28285121917725,0.472727272727273,73.3253427870875,4,2,0.435,0
"Debrisoquin",175.110947431,1.06710807333333,2,3,53.11,0,2,0,63.8503,0.842,0,0,1,0,0.103333596140146,0.00536022428423166,2.97342455387115,0.268325090408325,0,0.0802069306373596,0.00747819570824504,0,0,0.097315490245819,0.0750673785805702,0,0,0.189510755240917,0.0079617016017437,0.0775363259017467,0.0112467361614108,0.119057722389698,0.0236013652756811,0.079251255840063,0,0.0223875576630235,0.078769002109766,0.02607855014503,0.355366110801697,0.108225472271442,0.103928744792938,0.066164642572403,0.06864582747221,0.37984496124031,82.108373661589,4,1,0.545,0
"Flunarizine",404.206405252,6.16579501266667,0,2,6.48,0,4,6,120.2976,0.00168,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.440291704649043,1274114.41087933,614,5,0.45,1
"Fluspirilene",475.243519039,5.778034304,1,3,35.58,0,5,7,135.2675,0.00167,1,1,0,0.0338163003325462,0.0784394182264805,1.05421543121338,0.774569302797317,0.164166629314423,10,1.24304395914078,1.69810593128204,0.0263767670840025,0.0887175500392914,0.107775330543518,0.0459560137242079,0.0667727291584015,10,0.304680526256561,0.0430054441094398,0.477318853139877,0.0625185966491699,1.02706941962242,0.101115141063928,0.390641883015633,0.0211564255878329,0.0374490376561881,0.394031301140785,0.0762749090790749,0.688240379095078,0.10579676926136,0.280257523059845,0.159295052289963,6.04128122329712,0.494252873563218,39011.4658066726,40,3,0.488,0
"Mepenzolate",340.191268703,-0.974686413471745,1,2,46.53,1,3,5,109.3951,0.000627,0,1,1,0.0090686148032546,0.561547219753265,8.41285133361816,0.393198236823082,0.016020342707634,0,0.0246242005378008,0.0308653824031353,0.0262791067361832,1.19683969020844,0.34503448009491,0.132184702903032,0.162137411534787,0.0622704979032278,0.0955363661050797,0.493829697370529,0.033431215211749,0.513489544391632,0.033154683187604,0.334567934274673,10,0.100604671984911,0.0149392383173108,0.06063487008214,0.225144267082214,0.690105140209198,0.615335464477539,0.0791551098227501,0.286769807338715,4.81108999252319,0.23841059602649,23664.9424901665,14,2,0.447,0
"Tetrabenazine",317.199093735,3.401061659,0,4,38.77,0,3,4,91.3074,0.361,0,0,0,1.30549848079681,3.0521000623703,3.1579954624176,1.75740522146225,3.38663244247437,1.55037355422974,3.51575267314911,2.80906987190247,1.5513744354248,5.41270923614502,3.59117364883423,2.29373741149903,1.92152851819992,10,3.46129870414734,3.9119918346405,10,5.4696569442749,2.00563275814056,3.83691692352295,4.73825097084045,1.42573511600494,3.46736967563629,3.26532173156738,6.35143995285034,2.60167109966278,3.87807536125183,6.27484178543091,4.97149181365967,6.04128122329712,0.48993288590604,39011.4658066726,40,2,0.145,0
"Homoharringtonine",545.262481851,1.88467067933333,2,8,123.99,0,5,11,142.0749,0.108,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.576470588235294,52265.1149371712,1222,1,0.594,0
"Bepotastine",388.155370383,0.552555534195951,1,5,62.66,0,3,8,105.0988,0.0503,0,0,1,0.0157156065106392,3.65049242973328,0.821691572666168,0.468008607625962,2.63411927223206,0.206760287284851,4.43989658355713,3.86096787452698,0.277704060077667,1.86660015583038,1.18233644962311,0.49661885201931,0.802930653095245,0.22136789560318,1.70613306760788,0.12506876885891,2.75089883804321,0.407100766897202,0.269276529550552,2.13817012310028,1.1683464050293,0.453772112727165,0.050176028162241,2.2411761879921,1.7072057723999,2.0948315858841,2.01886439323425,2.54742860794067,1.58886682987213,0.826448142528534,0.392156862745098,0,0,1,0.252,0
