,X,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,XLogP.1,Ro5,Ghose,Veber,Blood,Skin,Brain,Testis,AdiposeTissue,Muscle,Nerve,BloodVessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,Vagina,Stomach,AdrenalGland,Colon,Prostate,Spleen,Liver,FallopianTube,Ovary,Breast,Bladder,CervixUteri,SmallIntestine,SalivaryGland,lossFreq,maxBtwn,maxDegree,nTargets,wQED,response,PC1,PC2,PC3
219,Cyproheptadine,287.1673997,4.382841647,0,1,3.24,0,4,0,105.1742,0.0136,0,0,0,0.01571560651,3.65049243,8.412851334,0.650991708,2.634119272,0.2067602873,4.439896584,3.860967875,6.764817238,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.4938296974,2.750898838,0.5134895444,0.2692765296,3.630660295,10,0.4537721127,0.1307549551,2.241176188,1.707205772,2.094831586,4.940295696,2.547428608,1.58886683,4.811089993,0.5576923077,23664.94249,30,6,0.614,0,-2.67040697,0.1228358082,-0.3810742308
220,Nitric Oxide,29.99798863,-0.3514,0,2,34.14,0,0,0,2.8858,0.0567,0,1,0,0,0.3405232131,0.9247521758,0.6743771136,1.368599296,0.4209801853,0.6545634866,0.2882425189,0.5853151083,1.7903862,0.1917368472,0.3525936902,0.6608555019,0.2163822129,4.034390092,0.6576091647,1.055010915,0.1124433726,0.700791508,0.0939735733,0.6808527708,0.8235504925,0.1434494331,2.982735574,0.312212944,0.7835226059,0.3019079864,3.338840485,0.1422735751,0.265525192,0.3099415205,1151.262568,16,2,0.435,0,-4.910449483,0.7317197671,-0.1226843029
221,Bendroflumethiazide,421.0377819,1.698396013,3,5,118.36,0,3,4,93.6846,0.214,0,0,1,10,5.067505121,10,10,10,10,1.179720581,10,5.158444405,10,10,10,10,6.354887724,10,9.910356522,3.188336015,10,4.109553099,10,4.962835789,5.651741266,10,8.932745457,1.594747543,10,10,7.854288101,2.001991272,10,0.5473684211,27332.2638,26,5,0.303,0,4.532355212,-1.489806292,-1.045689928
222,Allopurinol,136.0385108,-1.758306378,2,5,65.85,0,2,0,54.2426,5.88,0,1,1,0,0.6697321236,0.005950705148,0.08844183013,0.01601465046,0.04499812052,0.005561880069,0,0.00523982849,0.06495175511,0.02837867476,0.1379457712,0.1425725296,0.9688106775,0.00736765191,0.1654620022,0.5526119918,0.08481293917,0,5.334463596,0.7479665279,0,10,0.04395188857,0.004405306187,0.5692769289,1.207845569,0.03131236136,10,2.175070047,0.57956778,1212.453616,94,1,0.549,0,-4.606815229,-0.9366274031,0.3317365451
223,Trimethoprim,290.1378905,1.28390733,2,7,105.51,0,2,5,81.5094,0.615,0,0,1,4.467746258,10,3.355834007,10,2.649096251,1.587457299,2.554561973,2.701006889,1.443772435,4.940268517,4.988646984,6.843852758,4.103782654,3.765854359,2.751442552,3.056950331,6.516115427,3.616623163,4.0807724,10,5.004799843,10,2.531520724,2.244574368,3.067645073,4.033158541,3.341159821,3.672201633,9.63755703,7.718729019,0.7037037037,4335.98972,28,2,0.147,0,0.5232994271,-1.878953559,1.008953114
224,Betamethasone,392.1999022,1.68156968,3,5,94.83,0,4,2,102.4929,0.0505,0,0,1,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587,0.3502824859,256392.7478,268,1,0.332,0,2.94988952,0.761312217,0.5485669744
225,Teniposide,656.1563618,2.784029192,3,12,160.83,0,8,6,155.6095,0.0598,1,1,1,0.8326672912,2.898108959,0.05194545165,10,0.3384616375,0.04526859522,0.23290243,0.2057907283,0.1572988182,1.15861547,0.8254591823,0.2812025547,0.299000293,0.06761952862,0.170647189,0.1045241877,3.186079144,0.8871168494,0.894613415,4.512827396,0.3411369771,2.296064854,0.1549502239,0.1698038056,0.1220394894,0.3894096464,0.3463709056,0.1232747659,4.323980331,1.425280571,0.3869863014,13574.60916,80,1,0.666,0,-4.375398869,-1.063027019,0.2677941448
226,Epirubicin,543.1740608,0.9164216415,6,12,206.07,0,5,5,134.5937,1.18,1,1,1,6.129057884,6.520314455,2.621120691,10,8.59042263,4.552315712,8.607575417,5.969885349,2.825028896,8.528461456,4.950775146,4.493149042,7.368268728,6.647711515,8.011294365,4.091323853,6.636466742,5.14423275,4.27533102,7.035135746,6.700758219,8.315835476,3.666980028,8.823835373,10,9.029793739,7.386610508,7.999378204,8.502129555,5.965961456,0.3869863014,13574.60916,80,2,0.802,0,3.031626054,0.6660993209,0.692188827
227,Chloramphenicol,322.0123269,0.878703488,3,5,115.38,0,1,6,73.2007,0.461,0,0,1,10,10,4.481681347,10,10,10,10,10,10,10,10,5.859934568,9.285182476,10,10,3.725044727,10,7.380065441,10,9.405525684,5.969195366,10,3.724938512,10,10,10,10,10,10,10,0.3904761905,2828.146453,12,1,0.587,0,6.207883861,-0.08183277471,0.710522485
228,Dipivefrin,351.204573,3.714854507,2,4,84.86,0,1,9,94.9381,0.0582,0,0,1,2.362123251,5.376092196,2.47418952,5.416719437,10,2.873353481,8.159985542,2.602161646,2.781012058,10,5.883807182,1.251607716,6.017980099,1.048812389,6.599007607,10,10,2.476612806,0.9974525571,5.044525862,4.628032923,9.758530617,10,10,10,10,5.551623821,10,4.168484211,5.831739426,0.5654450262,89139.86205,74,4,0.471,0,2.218788723,2.2781627,0.8181611537
229,Droperidol,379.1696052,3.014257972,1,3,52.65,0,4,6,109.5173,0.0966,0,0,1,0.00785051845,0.06757393107,0.828758955,0.7745693028,1.03386116,0.1206481457,1.243043959,0.2097015381,1.22844255,1.57038784,0.1088906601,0.05051449873,0.05939940736,10,0.3046805263,0.04300544411,0.2581252381,0.1908508241,0.05678276159,0.1686669514,1.126801431,1.39191705,7.432229042,0.2499224022,0.1192094758,0.6882403791,0.1064808369,0.1916752309,0.4134443998,6.041281223,0.4954954955,39011.46581,40,2,0.483,1,-4.497164042,-0.3167201954,-1.127036516
230,Levothyroxine,776.6866815,3.727307065,3,4,92.78,0,2,5,126.788,0.00898,1,1,1,1.813616753,10,10,6.37204957,10,10,10,10,10,10,10,9.455118656,9.717057228,10,10,6.381330013,10,10,10,10,10,6.393095016,3.168023467,10,10,10,10,10,10,9.212757111,0.4827586207,94034.3039,124,2,0.602,0,6.309322946,0.2401206174,-0.2373768991
231,Framycetin,614.3122856,-8.415177746,13,19,353.11,0,4,9,135.9003,64.7,1,1,1,10,1.153875053,3.326608181,2.655068159,10,1.048747778,10,7.826868057,2.334466457,10,4.394064903,4.294054031,10,10,5.86134696,1.524336457,10,10,10,9.938330173,10,10,4.429150105,10,2.959439516,10,10,10,10,10,0.2985074627,49944.218,94,1,0.875,0,4.06928155,0.1304339793,1.854445882
232,Pethidine,247.1572289,2.455800396,0,2,29.54,0,2,4,72.4837,1.11,0,0,0,0.08951761574,0.8030089438,10,4.134135723,0.4657249153,0.1368663609,0.7290829718,0.1889154613,0.3973066807,0.2292488068,0.24197267,0.1800154746,10,0.4258981794,0.1856751293,0.1379516572,0.2731872499,0.2908630669,1.427211821,1.467480063,1.485829592,0.2756509334,0.07233873382,0.4292328805,0.2662360966,0.4511154145,0.2152711004,0.2191189677,0.5715165734,1.314135551,0.4637681159,72225.02384,90,6,0.235,0,-4.421975231,-0.7607117057,-1.407099701
233,Loratadine,382.1448057,4.554579307,0,2,42.43,0,4,2,116.9769,0.0134,0,0,1,0.01571560651,3.65049243,0.8216915727,0.4680086076,2.634119272,0.2067602873,4.439896584,3.860967875,0.2777040601,1.866600156,1.18233645,0.496618852,0.8029306531,0.2213678956,1.706133068,0.1250687689,2.750898838,0.4071007669,0.2692765296,2.138170123,1.168346405,0.4537721127,0.05017602816,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.8264481425,0.3921568627,0,0,2,0.435,0,-4.043357353,0.7822611733,0.6602646833
234,Prazosin,383.1593542,1.650516463,1,7,106.95,0,4,4,104.4981,0.693,0,0,1,0.510324657,0.9784058928,5.897294044,10,1.916011453,0.1736079156,2.548811913,7.03880024,10,3.401805401,4.427771568,4.847434282,1.499414742,10,10,0.7174201012,2.201523066,2.797366619,1.186374843,7.741277933,6.674655676,7.962255955,7.432229042,5.589494944,2.130009413,1.393755913,5.346404076,5.440880299,2.836660385,0.3683656752,0.7,48947.977,22,6,0.266,0,-0.1619982689,0.01774513606,-1.779710327
235,Imipramine,280.1939488,4.278568794,0,2,6.48,0,3,4,90.6056,0.0664,0,0,0,0.08421190083,3.65049243,10,5.980387688,2.634119272,0.6652581692,4.439896584,3.860967875,6.764817238,10,3.730516911,0.496618852,1.046495795,3.408173919,3.166128635,2.089816093,2.750898838,1.542994142,0.9215339422,3.630660295,10,4.869907141,7.432229042,4.402866125,1.707205772,2.094831586,7.46541214,5.440880299,2.165588617,4.811089993,0.5465116279,48542.27555,30,13,0.458,0,-0.6583957015,-0.1674390931,-0.7501379673
236,Acitretin,326.1881947,5.587048726,1,3,46.53,0,1,6,104.1665,0.000478,1,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6808510638,113800.6975,1014,7,0.423,0,7.460322745,-0.7059190306,-0.5662501631
237,Nabumetone,228.1150298,3.216993784,0,2,26.3,0,2,4,68.4311,0.00193,0,0,0,6.102405071,10,0.8208532333,0.489034012,2.722895622,0.3078416884,1.505134642,2.685022354,1.625647783,7.62326622,10,0.8999707103,1.945427537,3.136099219,1.958506286,0.6378267407,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.6487878859,7.065508842,0.7822744846,2.162109017,10,3.340286016,10,1.79864502,0.4705882353,8170.888632,30,2,0.435,0,-0.1319703414,-1.672827063,3.586529533
238,Methylscopolamine bromide,397.0888709,-3.267384321,1,3,55.76,0,4,5,95.6349,0.0132,0,1,1,0.009068614803,0.5615472198,8.412851334,0.3931982368,0.01602034271,0,0.02462420054,0.0308653824,6.764817238,1.19683969,0.4761703908,0.1321847029,0.1621374115,0.0622704979,0.09553636611,0.4938296974,0.08181638643,0.5134895444,0.03315468319,3.630660295,10,0.100604672,0.1307549551,0.1671427544,0.2251442671,0.6901051402,4.940295696,0.1712078899,0.2867698073,4.811089993,0.238410596,23664.94249,22,3,0.643,0,-4.091756452,-0.9097418613,-0.858326497
239,Sodium Tetradecyl Sulfate,294.1864801,5.305994364,1,3,63.6,0,0,14,78.1367,0.00262,1,0,1,0.3311448097,10,3.028573513,3.959202886,10,1.599262953,10,10,10,10,9.434587479,9.952915668,10,5.415868998,10,2.169130087,10,4.241342545,5.484022141,7.130626202,5.836362839,7.705744743,10,10,10,10,8.116972923,10,9.517258644,10,0.4460093897,22674.08601,26,2,0.435,0,4.629492051,1.886127565,0.9328522977
240,Ketorolac,255.0895433,2.283362964,1,3,59.3,0,3,3,70.1945,0.513,0,0,1,6.102405071,10,0.8208532333,0.489034012,2.722895622,0.3078416884,1.505134642,2.685022354,1.625647783,7.62326622,10,0.8999707103,1.945427537,3.136099219,1.958506286,0.6378267407,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.6487878859,7.065508842,0.7822744846,2.162109017,10,3.340286016,10,1.79864502,0.4705882353,8170.888632,30,2,0.143,0,-0.1319703414,-1.672827063,3.586529533
241,Enoxacin,320.1284686,-0.9830519373,2,7,85.77,0,3,3,83.9469,1.09,0,1,1,0.8326672912,2.898108959,0.05194545165,10,0.3384616375,0.04526859522,0.23290243,0.2057907283,0.1572988182,1.15861547,0.8254591823,0.2812025547,0.299000293,0.06761952862,0.170647189,0.1045241877,3.186079144,0.8871168494,0.894613415,4.512827396,0.3411369771,2.296064854,0.1549502239,0.1698038056,0.1220394894,0.3894096464,0.3463709056,0.1232747659,4.323980331,1.425280571,0.3869863014,13574.60916,80,1,0.247,0,-4.375398869,-1.063027019,0.2677941448
242,Quinine,324.183778,2.513463951,1,4,45.59,0,4,4,94.6936,0.334,0,0,1,6.992362976,3.201889396,0.6602027416,1.706552088,1.295879722,0.08620934933,1.524388552,1.193199277,0.2373980284,3.141508102,1.221629977,0.3334527463,0.7298627794,0.2644783109,1.035443127,0.2512086332,3.580149055,7.533795357,0.338728264,10,10,10,0.1910799965,2.265939236,0.28559497,7.493797064,10,1.567446947,7.794562817,10,0.5714285714,5513.235535,24,2,0.121,0,-1.187161985,-1.791736627,2.560887922
243,Tenoxicam,337.0190972,1.221826986,2,6,99.6,0,3,2,93.0591,0.277,0,0,1,6.102405071,10,0.8208532333,0.489034012,2.722895622,0.3078416884,1.505134642,2.685022354,1.625647783,7.62326622,10,0.8999707103,1.945427537,3.136099219,1.958506286,0.6378267407,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.6487878859,7.065508842,0.7822744846,2.162109017,10,3.340286016,10,1.79864502,0.4705882353,8170.888632,30,2,0.435,0,-0.1319703414,-1.672827063,3.586529533
244,Montelukast,585.2104424,8.493533065,2,4,70.42,0,5,12,169.5039,8.20E-06,1,1,1,10,1.404422641,2.373003244,2.166725278,7.726097584,0.6203095317,7.756225109,3.616984844,2.016113043,10,5.409160137,3.61831975,2.605581999,1.255225897,3.46431756,7.973678112,4.123130202,4.810925007,4.294697523,6.330526352,8.391875267,10,1.987955868,6.584887266,1.39918673,8.607328892,10,4.356744289,10,8.457582474,0.4589371981,23283.50323,10,2,0.838,0,1.341581892,-0.7207288802,2.268192672
245,Fluoxetine,309.1340488,4.173219543,1,2,21.26,0,2,7,80.3675,0.0017,0,0,0,0.08421190083,0.103767857,0.06761287898,0.3038607836,0.1110818163,0.03345403075,0.2866982222,0.06243941188,0.04295716807,10,0.1844688207,0.1109483354,0.1293525174,0.0563173648,0.04595871083,0.1189989969,0.1517836973,0.03701260313,0.03758274764,0.116031751,0.06388163194,0.1079616472,0.02181555424,0.1497315913,0.03782489151,0.09285680205,0.07937770337,0.07394699007,1.802167773,0.1042184383,0.4319526627,777.3190049,8,1,0.168,0,-5.389095656,-0.2655983164,0.7059102503
246,Methohexital,262.1317425,2.286783321,1,3,66.48,0,1,5,71.5071,0.0524,0,0,1,0.005306895357,0,10,0.09346298873,0.005237095989,0.003536897944,0,0,0.004546838347,0.009439088404,0,0.006174753187,0.006717214128,0.04657886364,0,0,0,0.05980981886,0,0,0.01194054727,0.006989223184,0,0,0,0,0,0,0,0,0.2881355932,8267.844533,28,1,0.53,0,-5.674169343,-0.5480522671,-1.118905006
247,Duloxetine,297.1187349,4.197729191,1,2,21.26,0,3,6,87.7339,0.00296,0,0,0,0.08421190083,0.103767857,0.06761287898,2.973424554,0.2683250904,0.03345403075,0.2866982222,0.06243941188,0.04295716807,10,0.1844688207,0.1258186996,0.6074332297,0.07094659656,0.2731224447,0.1189989969,0.1798319295,0.05248295516,0.1190577224,0.116031751,0.165628925,0.1079616472,0.02238755766,0.1828326806,0.520193994,0.3553661108,0.1082254723,0.2936065793,1.802167773,0.1042184383,0.4382716049,899.3097247,16,3,0.289,0,-5.174313264,-0.3029396156,0.5073342355
248,Chlorpromazine,318.095747,4.535000242,0,2,6.48,0,3,4,93.7563,0.00417,0,0,0,0.01571560651,3.65049243,1.911266565,0.7745693028,2.634119272,0.2067602873,4.439896584,7.03880024,1.22844255,3.401805401,1.18233645,1.026302427,1.499414742,10,1.706133068,0.1682521701,2.750898838,0.4840365946,1.186374843,2.138170123,1.168346405,7.962255955,7.432229042,3.192496419,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,6.041281223,0.4954954955,47272.59785,40,7,0.489,1,-2.304005183,0.4906041825,-0.387502782
249,Gallamine Triethiodide,891.1768731,-7.719572671,0,3,27.69,0,1,21,189.9831,4.65E-06,1,1,1,0.7322712541,0.2113536298,10,3.61620748,0.4610965848,7.819921017,0.3648816198,0.3023836911,6.764817238,1.525265336,0.8861622214,1.865379155,0.7660108805,5.354573965,2.243912697,1.134945989,1.186487257,0.5040095448,0.4591373354,3.630660295,6.240046263,2.052807093,0.9288011491,1.689638317,2.201324463,0.8716837764,4.940295696,1.51731658,4.156428337,3.473966599,0.2021276596,51784.02287,22,2,0.435,0,-2.663604718,-1.202394248,-1.873394616
250,Brimonidine,291.011958,1.37158453,2,5,62.2,0,3,1,68.4944,0.154,0,0,1,0.06237339228,2.741013765,2.53534317,5.416719437,10,2.284672499,8.159985542,10,2.891987085,2.635305882,1.746618748,10,6.017980099,3.137806416,10,10,10,1.237327576,1.4302212,5.044525862,10,10,2.873073339,10,10,10,5.551623821,10,4.168484211,5.422550201,0.55625,2815.517993,20,3,0.172,0,2.344351896,3.23261797,-0.3820217112
251,Pefloxacin,333.1488697,0.8768125677,1,6,64.09,0,3,3,90.7715,1.23,0,0,1,0.8326672912,2.898108959,0.05194545165,10,0.3384616375,0.04526859522,0.23290243,0.2057907283,0.1572988182,1.15861547,0.8254591823,0.2812025547,0.299000293,0.06761952862,0.170647189,0.1045241877,3.186079144,0.8871168494,0.894613415,4.512827396,0.3411369771,2.296064854,0.1549502239,0.1698038056,0.1220394894,0.3894096464,0.3463709056,0.1232747659,4.323980331,1.425280571,0.3869863014,13574.60916,80,2,0.435,0,-4.375398869,-1.063027019,0.2677941448
252,Sotalol,272.1194632,-0.3950640027,3,4,78.43,0,1,5,71.1191,0.782,0,0,1,2.362123251,5.376092196,5.897294044,10,10,2.873353481,3.394628048,1.309535742,10,10,4.539180279,0.4819729179,1.276782393,10,10,0.7174201012,8.287089109,2.797366619,0.8786754906,7.741277933,6.674655676,6.518067122,2.618736982,5.589494944,2.130009413,10,5.346404076,3.500741482,2.836660385,5.831739426,0.4576271186,89139.86205,74,3,0.258,1,1.063909408,0.2117385871,-0.05556408854
253,Miglitol,207.1106727,-3.192797258,5,6,104.39,0,1,3,48.1614,610,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.4663316583,16.92504011,6,2,0.644,0,7.460322745,-0.7059190306,-0.5662501631
254,Fosinopril,563.3011893,5.4858,1,5,110.21,0,3,15,149.1196,0.00101,1,1,1,0.07381805032,1.012889147,0.5093600154,1.40536952,2.493635178,0.2814440429,0.7699241936,0.463265717,0.6522965431,6.122609138,0.7643300891,1.166038543,2.922376871,2.143320382,1.077281952,0.570030272,0.8358460069,0.8998824358,0.9857967794,2.308305621,1.307435334,0.5112859011,0.09457102045,0.5324681699,0.4148178995,1.885455549,0.7801150084,1.234144688,10,1.890403271,0.5741176471,370.0847639,8,2,0.435,0,-3.946907275,-0.6036366499,0.910913873
255,Zidovudine,267.0967539,-0.2987091583,2,6,108.3,0,2,3,61.7045,16.3,0,0,1,0.02839175798,0.003784912988,0.02401434258,1.410876155,0,0,0,0,0,0.004544077907,0.009993975982,0,0,0,0,0,0.01011430053,0.09394731373,0,0.4004957229,0.00779546774,0.2129961848,0,0.01270178007,0,0.002418731339,0,0.005180966575,0.521985054,0.05385632813,0.2692307692,57509.63112,146,1,0.551,0,-5.916987963,-0.1437111273,-0.04807895517
256,Phenindione,222.0680796,2.880905265,0,2,34.14,0,3,1,65.2335,0.023,0,0,0,0.2381784469,0.536906898,0.2758550942,0.3182540536,0.3264465034,0.06741621345,0.4521215856,0.5059162974,0.1409743279,0.435193181,0.2506980002,0.3579629958,0.3150117546,0.5373604298,0.3899290562,0.3918560147,0.355813235,0.2934123874,0.2850091904,0.2907279283,0.2829725742,0.3689509928,0.9883170426,0.4264245182,0.4300459325,0.3567806184,0.4782493412,0.5002219081,0.4926404655,0.3573836684,0.5098039216,0,0,2,0.435,0,-5.527416719,0.01732789198,-0.02532971734
257,Flutamide,276.0721768,3.27231098,1,3,74.92,0,1,4,63.4208,0.00566,0,0,1,3.054323673,10,1.134261966,3.129991651,10,1.943944931,10,8.115207672,3.59850502,10,6.420648575,2.270360708,10,1.426680028,9.231753349,2.421361685,10,6.642326355,8.678589344,5.372054815,9.980841637,6.395339251,8.380415916,9.736486435,6.114907742,10,10,10,8.142712593,8.469622612,0.5977011494,938299.3253,488,2,0.322,0,3.634972484,1.803183158,2.091788707
258,Tolmetin,257.1051934,2.727330958,1,3,59.3,0,2,4,72.3928,0.131,0,0,1,6.102405071,10,0.8208532333,0.489034012,2.722895622,0.3078416884,1.505134642,2.685022354,1.625647783,7.62326622,10,0.8999707103,1.945427537,3.136099219,1.958506286,0.6378267407,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.6487878859,7.065508842,0.7822744846,2.162109017,10,3.340286016,10,1.79864502,0.4705882353,8170.888632,30,2,0.435,0,-0.1319703414,-1.672827063,3.586529533
259,Cimetidine,252.1157152,-0.1093561067,3,5,88.89,0,1,5,70.3171,0.816,0,0,1,10,0.04503836296,0.3252597451,0.2210223153,0.776055336,0.04488188401,0.4701829553,0.7458982468,1.821844697,1.018737912,0.1555329412,0.2027031034,0.2534509525,0.1268501282,0.2444522604,0.05263256282,0.2084879726,2.405904531,0.1530505568,0.1034887917,0.4392863959,1.39695555,0.05942329578,0.4897135645,0.1044419408,0.3935578018,0.275490284,0.36600703,0.1989550889,0.1746871173,0.3142857143,0,2,1,0.768,1,-5.036861324,-0.9482817926,0.5391955211
260,Haloperidol,375.1401349,3.661113801,1,3,40.54,0,3,6,102.5919,0.00446,0,0,1,0.00785051845,0.07843941823,1.911266565,0.8971682191,0.1641666293,0.1206481457,1.243043959,1.698105931,0.01744899713,0.2937549353,0.1077753305,0.05059032515,0.1153113842,10,0.3046805263,0.04300544411,0.4773188531,0.07841016352,0.1663865969,0.1011151411,0.5398270488,0.0605549179,0.1014972627,0.3940313011,0.07627490908,0.6882403791,0.5293584466,0.2802575231,0.1783213913,6.041281223,0.3942307692,72225.02384,90,5,0.217,1,-4.857626969,-0.2686673804,-0.9628353262
261,Levallorphan,283.1936144,3.755367302,1,2,23.47,0,4,2,87.2436,0.0252,0,0,0,0,0,0.04004981741,1.151926756,0,0,0,0,0,0,0,0,0,0.009491784498,0,0,0,0,0,0,0,0,0,0.002522360301,0,0,0,0,0,0,0.6710526316,7996.636885,32,1,0.168,0,-5.990131995,-0.0689029292,-0.09350192326
262,Triflupromazine,352.1221039,4.808804048,0,2,6.48,0,3,5,94.9252,0.0018,0,0,0,0.00785051845,0.5615472198,8.412851334,0.7745693028,0.275103569,0.1206481457,1.243043959,0.66510427,6.764817238,1.19683969,0.5468055606,0.6444351375,1.547265291,10,6.313772202,0.06755753607,0.3716848493,0.3233567178,6.352208376,3.630660295,10,0.1348868534,0.1883188635,1.232425213,0.2953747511,0.6901051402,4.940295696,1.863167167,0.2214452326,6.041281223,0.3942307692,47272.59785,40,5,0.498,0,-2.723294131,-0.5166505841,-1.949972145
263,Dextrothyroxine,776.6866815,3.727307065,3,4,92.78,0,2,5,126.788,0.00898,1,1,1,1.813616753,10,10,6.37204957,10,10,10,10,10,10,10,9.455118656,10,10,10,6.381330013,10,10,10,10,10,9.698541164,3.168023467,10,10,10,10,10,10,9.212757111,0.4827586207,94034.3039,124,3,0.602,0,6.478317422,0.2252810316,-0.1398005369
264,Acetyldigitoxin,806.4452568,4.038617149,4,12,188.9,0,8,9,200.8688,0.0123,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.3521126761,55774.75576,602,1,0.788,0,7.460322745,-0.7059190306,-0.5662501631
